20:47:32.102 |     INFO |           get_logger | === COST_MATRICES MODULE LOGGING STARTED ===
20:47:32.102 |     INFO |           get_logger | Log file: /Users/george/.FLIKA/plugins/utrack_tracking/logs/utrack_cost_matrices_20250727_204732.log
20:47:32.102 |     INFO |           get_logger | Log level: DEBUG
20:47:32.102 |     INFO |           get_logger | Session ID: 20250727_204732
20:47:32.102 |    DEBUG |             __init__ | Initialized CostMatrixRandomDirectedSwitchingMotion
20:47:32.102 |     INFO |             log_info | === ENHANCED U-TRACK COST MATRIX CALCULATOR INITIALIZED ===
20:47:32.102 |     INFO |             log_info | Full LAP framework with Kalman filtering and motion models (maintaining original class name)
20:47:32.102 |     INFO |             log_info | Enhanced implementation based on Jaqaman et al. 2008
20:47:32.596 |    DEBUG |    log_function_call | CALL: enhanced_cost_mat_link(movie_info_frames=2, kalman_info_keys=['num_features', 'state_vec', 'state_noise_var', 'observation_vec'], current_frame=0, prob_dim=2, num_features_frame1=52, num_features_frame2=53)
20:47:32.596 |     INFO |       log_parameters | PARAMETERS (enhanced linking inputs):
20:47:32.596 |     INFO |       log_parameters |   movie_info_frames: 2
20:47:32.596 |     INFO |       log_parameters |   kalman_info_keys: ['num_features', 'state_vec', 'state_noise_var', 'observation_vec']
20:47:32.596 |     INFO |       log_parameters |   current_frame: 0
20:47:32.596 |     INFO |       log_parameters |   prob_dim: 2
20:47:32.596 |     INFO |       log_parameters |   num_features_frame1: 52
20:47:32.596 |     INFO |       log_parameters |   num_features_frame2: 53
20:47:32.596 |    DEBUG |            __enter__ | TIMING: Starting Enhanced linking cost matrix calculation
20:47:32.596 |     INFO |       log_parameters | PARAMETERS (validated parameters):
20:47:32.596 |     INFO |       log_parameters |   linear_motion: 1
20:47:32.596 |     INFO |       log_parameters |   min_search_radius: 0.1
20:47:32.596 |     INFO |       log_parameters |   max_search_radius: 1.0
20:47:32.596 |     INFO |       log_parameters |   brown_std_mult: 1.0
20:47:32.596 |     INFO |       log_parameters |   brown_scaling: [0.25, 0.01]
20:47:32.596 |     INFO |       log_parameters |   time_reach_conf_b: 2
20:47:32.596 |     INFO |       log_parameters |   lin_std_mult: [1. 1. 1. 1. 1.]
20:47:32.596 |     INFO |       log_parameters |   lin_scaling: [1.0, 0.01]
20:47:32.596 |     INFO |       log_parameters |   time_reach_conf_l: 2
20:47:32.596 |     INFO |       log_parameters |   max_angle_vv: 5.0
20:47:32.596 |     INFO |       log_parameters |   use_local_density: 0
20:47:32.596 |     INFO |       log_parameters |   nn_window: 5
20:47:32.596 |     INFO |       log_parameters |   amp_ratio_limit: [0.1, 1.0]
20:47:32.596 |     INFO |       log_parameters |   gap_penalty: 1.5
